"","measure","location","sex","age","cause","metric","year","val","upper","lower"
"1026393","Prevalence","Bristol, City of","Male","20 to 24","Breast cancer","Percent",2017,8.00530210075e-06,9.45806469858e-06,6.70858661331e-06
"1026394","Prevalence","Bristol, City of","Female","20 to 24","Breast cancer","Percent",2017,0.000137065809196,0.000204154357054,9.05098006462e-05
"1026395","Prevalence","Bristol, City of","Male","20 to 24","Breast cancer","Rate",2017,0.744751287205,0.879782460344,0.62229535826
"1026396","Prevalence","Bristol, City of","Female","20 to 24","Breast cancer","Rate",2017,13.3749327177,19.9216560588,8.81802901553
"1026397","Prevalence","Bristol, City of","Male","25 to 29","Breast cancer","Number",2017,0.227071773031,0.289614389466,0.185751198386
"1026398","Prevalence","Bristol, City of","Female","25 to 29","Breast cancer","Number",2017,25.1259811881,37.3832882034,16.0549767153
"1026399","Prevalence","Bristol, City of","Male","25 to 29","Breast cancer","Percent",2017,9.99239151851e-06,1.27300188133e-05,8.12067991226e-06
"1026400","Prevalence","Bristol, City of","Female","25 to 29","Breast cancer","Percent",2017,0.00111170005461,0.00165569385501,0.000710520244381
"1026401","Prevalence","Bristol, City of","Male","25 to 29","Breast cancer","Rate",2017,0.95531710067,1.21844109095,0.781476684305
"1026402","Prevalence","Bristol, City of","Female","25 to 29","Breast cancer","Rate",2017,109.698081752,163.212531872,70.094780978
"1026403","Prevalence","Bristol, City of","Male","30 to 34","Breast cancer","Number",2017,0.218671540039,0.291744899165,0.165932129981
"1026404","Prevalence","Bristol, City of","Female","30 to 34","Breast cancer","Number",2017,44.2636539753,61.2715955082,29.8009766805
"1026405","Prevalence","Bristol, City of","Male","30 to 34","Breast cancer","Percent",2017,1.05209630824e-05,1.40306552475e-05,7.96604512206e-06
"1026406","Prevalence","Bristol, City of","Female","30 to 34","Breast cancer","Percent",2017,0.00222063068665,0.00307262974536,0.00149419225189
"1026407","Prevalence","Bristol, City of","Male","30 to 34","Breast cancer","Rate",2017,1.01696206098,1.35679976408,0.771690183636
"1026408","Prevalence","Bristol, City of","Female","30 to 34","Breast cancer","Rate",2017,219.896338941,304.389681449,148.047553249
"1026409","Prevalence","Bristol, City of","Male","35 to 39","Breast cancer","Number",2017,0.370621614931,0.51909002306,0.267308734274
"1026410","Prevalence","Bristol, City of","Female","35 to 39","Breast cancer","Number",2017,99.384252844,142.14045317,64.7620977752
"1026411","Prevalence","Bristol, City of","Male","35 to 39","Breast cancer","Percent",2017,1.90499791065e-05,2.66915097487e-05,1.37577120262e-05
"1026412","Prevalence","Bristol, City of","Female","35 to 39","Breast cancer","Percent",2017,0.00559176642908,0.00799936310168,0.00363974090798
"1026413","Prevalence","Bristol, City of","Male","35 to 39","Breast cancer","Rate",2017,1.85304608482,2.59536329277,1.33649896155
"1026414","Prevalence","Bristol, City of","Female","35 to 39","Breast cancer","Rate",2017,555.084470577,793.88792427,361.711576314
"1026415","Prevalence","Bristol, City of","Male","40 to 44","Breast cancer","Number",2017,0.67121341209,0.973792262118,0.456254075279
"1026416","Prevalence","Bristol, City of","Female","40 to 44","Breast cancer","Number",2017,149.242108499,211.401328572,101.995697094
"1026417","Prevalence","Bristol, City of","Male","40 to 44","Breast cancer","Percent",2017,4.3152847138e-05,6.25837423881e-05,2.9321228868e-05
"1026418","Prevalence","Bristol, City of","Female","40 to 44","Breast cancer","Percent",2017,0.0105193592371,0.0148823983696,0.00719202512748
"1026419","Prevalence","Bristol, City of","Male","40 to 44","Breast cancer","Rate",2017,4.23006800091,6.13695646322,2.87536829474
"1026420","Prevalence","Bristol, City of","Female","40 to 44","Breast cancer","Rate",2017,1045.96212524,1481.60452258,714.836028323
"1026421","Prevalence","Bristol, City of","Male","45 to 49","Breast cancer","Number",2017,0.9892928618,1.41706821395,0.654877189281
"1026422","Prevalence","Bristol, City of","Female","45 to 49","Breast cancer","Number",2017,253.252172467,339.875011223,178.839083272
"1026423","Prevalence","Bristol, City of","Male","45 to 49","Breast cancer","Percent",2017,6.94968141978e-05,9.93831761976e-05,4.61033675278e-05
"1026424","Prevalence","Bristol, City of","Female","45 to 49","Breast cancer","Percent",2017,0.0188953318365,0.0253769399537,0.0133416798762
"1026425","Prevalence","Bristol, City of","Male","45 to 49","Breast cancer","Rate",2017,6.82508908077,9.77629291306,4.51796967955
"1026426","Prevalence","Bristol, City of","Female","45 to 49","Breast cancer","Rate",2017,1880.56766396,2523.80048576,1328.00044231
"1026427","Prevalence","Bristol, City of","Male","50 to 54","Breast cancer","Number",2017,1.20622006303,1.6770807927,0.846673596974
"1026428","Prevalence","Bristol, City of","Female","50 to 54","Breast cancer","Number",2017,307.970463199,414.116310978,216.03451332
"1026429","Prevalence","Bristol, City of","Male","50 to 54","Breast cancer","Percent",2017,9.12087023722e-05,0.000126908081379,6.39344330018e-05
"1026430","Prevalence","Bristol, City of","Female","50 to 54","Breast cancer","Percent",2017,0.0238315960236,0.0320289706081,0.0167298047743
"1026431","Prevalence","Bristol, City of","Male","50 to 54","Breast cancer","Rate",2017,9.01234960315,12.5304153693,6.32597540827
"1026432","Prevalence","Bristol, City of","Female","50 to 54","Breast cancer","Rate",2017,2371.49951091,3188.86629173,1663.55480118
"1026433","Prevalence","Bristol, City of","Male","55 to 59","Breast cancer","Number",2017,1.48424343926,2.01313596767,1.08008967149
"1026434","Prevalence","Bristol, City of","Female","55 to 59","Breast cancer","Number",2017,294.193533698,401.640037692,212.453476581
"1026435","Prevalence","Bristol, City of","Male","55 to 59","Breast cancer","Percent",2017,0.000129451418253,0.000175183621616,9.44202784091e-05
"1026436","Prevalence","Bristol, City of","Female","55 to 59","Breast cancer","Percent",2017,0.0258140394236,0.035241773011,0.0186303851201
"1026437","Prevalence","Bristol, City of","Male","55 to 59","Breast cancer","Rate",2017,12.8416892545,17.4176727618,9.34494676642
"1026438","Prevalence","Bristol, City of","Female","55 to 59","Breast cancer","Rate",2017,2569.77522396,3508.31850324,1855.77729564
"1026439","Prevalence","Bristol, City of","Male","60 to 64","Breast cancer","Number",2017,2.46923232969,3.34923681932,1.72606719622
"1026440","Prevalence","Bristol, City of","Female","60 to 64","Breast cancer","Number",2017,340.339057086,462.823181298,248.655352841
"1026441","Prevalence","Bristol, City of","Male","60 to 64","Breast cancer","Percent",2017,0.000250231926508,0.000339100322664,0.000174997393669
"1026442","Prevalence","Bristol, City of","Female","60 to 64","Breast cancer","Percent",2017,0.0347793405928,0.0473001049228,0.0254105645816
"1026443","Prevalence","Bristol, City of","Male","60 to 64","Breast cancer","Rate",2017,24.8935735027,33.7653415343,17.4013518707
"1026444","Prevalence","Bristol, City of","Female","60 to 64","Breast cancer","Rate",2017,3466.86879289,4714.55511926,2532.93139591
"1026445","Prevalence","Bristol, City of","Male","65 to 69","Breast cancer","Number",2017,3.1924845672,4.24885513665,2.35409014875
"1026446","Prevalence","Bristol, City of","Female","65 to 69","Breast cancer","Number",2017,362.581387367,484.860869853,266.15081533
"1026447","Prevalence","Bristol, City of","Male","65 to 69","Breast cancer","Percent",2017,0.00036420981007,0.000484991461628,0.000268525843511
"1026448","Prevalence","Bristol, City of","Female","65 to 69","Breast cancer","Percent",2017,0.0412971935233,0.0552194907637,0.030318716819
"1026449","Prevalence","Bristol, City of","Male","65 to 69","Breast cancer","Rate",2017,36.3228090131,48.3417696795,26.7838935703
"1026450","Prevalence","Bristol, City of","Female","65 to 69","Breast cancer","Rate",2017,4121.99112318,5512.12023326,3025.72425513
"1026451","Prevalence","Bristol, City of","Male","70 to 74","Breast cancer","Number",2017,3.6467218736,4.98884079179,2.66077005985
"1026452","Prevalence","Bristol, City of","Female","70 to 74","Breast cancer","Number",2017,296.616659895,403.949746557,220.0190302
"1026453","Prevalence","Bristol, City of","Male","70 to 74","Breast cancer","Percent",2017,0.000507919184381,0.000694687207294,0.000370664303732
"1026454","Prevalence","Bristol, City of","Female","70 to 74","Breast cancer","Percent",2017,0.0397405458074,0.0541142283394,0.029480012391
"1026455","Prevalence","Bristol, City of","Male","70 to 74","Breast cancer","Rate",2017,50.7293007181,69.3994259869,37.0137918894
"1026456","Prevalence","Bristol, City of","Female","70 to 74","Breast cancer","Rate",2017,3969.93945399,5406.49347495,2944.75107679
"1026457","Prevalence","Bristol, City of","Male","75 to 79","Breast cancer","Number",2017,3.34947053457,4.30647960898,2.64132407751
"1026458","Prevalence","Bristol, City of","Female","75 to 79","Breast cancer","Number",2017,254.806107404,345.398688877,191.468268356
"1026459","Prevalence","Bristol, City of","Male","75 to 79","Breast cancer","Percent",2017,0.000669320132483,0.000860546965733,0.000527762672034
"1026460","Prevalence","Bristol, City of","Female","75 to 79","Breast cancer","Percent",2017,0.044464259019,0.060263174548,0.0334112942024
"1026461","Prevalence","Bristol, City of","Male","75 to 79","Breast cancer","Rate",2017,66.8888413843,86.0002882596,52.747174648
"1026462","Prevalence","Bristol, City of","Female","75 to 79","Breast cancer","Rate",2017,4443.90967081,6023.87670149,3339.2750985
"1026463","Prevalence","Bristol, City of","Male","80 to 84","Breast cancer","Number",2017,2.32068745696,2.96765226886,1.82782242659
"1026464","Prevalence","Bristol, City of","Female","80 to 84","Breast cancer","Number",2017,182.524776685,234.530712548,144.36631654
"1026465","Prevalence","Bristol, City of","Male","80 to 84","Breast cancer","Percent",2017,0.000684232464721,0.000874909599334,0.000538872446203
"1026466","Prevalence","Bristol, City of","Female","80 to 84","Breast cancer","Percent",2017,0.0397433458753,0.0510686221373,0.0314400155318
"1026467","Prevalence","Bristol, City of","Male","80 to 84","Breast cancer","Rate",2017,68.4006208692,87.4694509617,53.8737728091
"1026468","Prevalence","Bristol, City of","Female","80 to 84","Breast cancer","Rate",2017,3973.26036312,5105.34296235,3142.61424501
"1026469","Prevalence","Bristol, City of","Male","85 to 89","Breast cancer","Number",2017,1.85700406862,2.33553420952,1.48620766458
"1026470","Prevalence","Bristol, City of","Female","85 to 89","Breast cancer","Number",2017,168.036465051,216.2678852,132.434323249
"1026471","Prevalence","Bristol, City of","Male","85 to 89","Breast cancer","Percent",2017,0.000951218410087,0.00119642212949,0.000761302150296
"1026472","Prevalence","Bristol, City of","Female","85 to 89","Breast cancer","Percent",2017,0.0520072051842,0.0669340799661,0.0409879658763
"1026473","Prevalence","Bristol, City of","Male","85 to 89","Breast cancer","Rate",2017,95.1048078425,119.612302396,76.1148005769
"1026474","Prevalence","Bristol, City of","Female","85 to 89","Breast cancer","Rate",2017,5199.89697591,6692.42073081,4098.18688317
"1026475","Prevalence","Bristol, City of","Male","90 to 94","Breast cancer","Number",2017,0.922000202305,1.13436275945,0.749110938663
"1026476","Prevalence","Bristol, City of","Female","90 to 94","Breast cancer","Number",2017,102.623342343,132.490672622,79.8571111302
"1026477","Prevalence","Bristol, City of","Male","90 to 94","Breast cancer","Percent",2017,0.00118960661882,0.00146355966124,0.000966556893105
"1026478","Prevalence","Bristol, City of","Female","90 to 94","Breast cancer","Percent",2017,0.0576840962648,0.0744689286968,0.0448829793241
"1026479","Prevalence","Bristol, City of","Male","90 to 94","Breast cancer","Rate",2017,118.945262997,146.341699731,96.6411909571
"1026480","Prevalence","Bristol, City of","Female","90 to 94","Breast cancer","Rate",2017,5767.84652908,7446.51118131,4488.29233916
"1026481","Prevalence","Bristol, City of","Male","95 plus","Breast cancer","Number",2017,0.160081030387,0.178896011805,0.144250161792
"1026482","Prevalence","Bristol, City of","Female","95 plus","Breast cancer","Number",2017,22.4042703643,25.5944632803,19.9811330124
"1026483","Prevalence","Bristol, City of","Male","95 plus","Breast cancer","Percent",2017,0.000987506796748,0.00110363583222,0.00088985709766
"1026484","Prevalence","Bristol, City of","Female","95 plus","Breast cancer","Percent",2017,0.0376049192247,0.0429590045204,0.0335357220514
"1026485","Prevalence","Bristol, City of","Male","95 plus","Breast cancer","Rate",2017,98.7417777322,110.347304687,88.976922369
"1026486","Prevalence","Bristol, City of","Female","95 plus","Breast cancer","Rate",2017,3760.25477877,4295.68565702,3353.56383732
"1026487","Prevalence","Bristol, City of","Female","Under 5","Uterine cancer","Number",2017,0,0,0
"1026488","Prevalence","Bristol, City of","Female","Under 5","Uterine cancer","Percent",2017,0,0,0
"1026489","Prevalence","Bristol, City of","Female","Under 5","Uterine cancer","Rate",2017,0,0,0
"1026490","Prevalence","Bristol, City of","Female","5 to 9","Uterine cancer","Number",2017,0,0,0
"1026491","Prevalence","Bristol, City of","Female","5 to 9","Uterine cancer","Percent",2017,0,0,0
"1026492","Prevalence","Bristol, City of","Female","5 to 9","Uterine cancer","Rate",2017,0,0,0
"1026493","Prevalence","Bristol, City of","Female","10 to 14","Uterine cancer","Number",2017,0,0,0
"1026494","Prevalence","Bristol, City of","Female","10 to 14","Uterine cancer","Percent",2017,0,0,0
"1026495","Prevalence","Bristol, City of","Female","10 to 14","Uterine cancer","Rate",2017,0,0,0
"1026496","Prevalence","Bristol, City of","Female","15 to 19","Uterine cancer","Number",2017,0.348498219578,0.507222628553,0.231585926144
"1026497","Prevalence","Bristol, City of","Female","15 to 19","Uterine cancer","Percent",2017,2.81381112309e-05,4.07157228033e-05,1.8616719019e-05
"1026498","Prevalence","Bristol, City of","Female","15 to 19","Uterine cancer","Rate",2017,2.67705448585,3.89632582554,1.77897075972
"1026499","Prevalence","Bristol, City of","Female","20 to 24","Uterine cancer","Number",2017,0.508701342579,0.713792197813,0.335679280631
"1026500","Prevalence","Bristol, City of","Female","20 to 24","Uterine cancer","Percent",2017,2.84211400733e-05,3.98122546842e-05,1.87681460411e-05
"1026501","Prevalence","Bristol, City of","Female","20 to 24","Uterine cancer","Rate",2017,2.77348979196,3.89166532209,1.8301564794
"1026502","Prevalence","Bristol, City of","Female","25 to 29","Uterine cancer","Number",2017,1.97258707038,3.04851316041,1.20208440785
"1026503","Prevalence","Bristol, City of","Female","25 to 29","Uterine cancer","Percent",2017,8.72773516132e-05,0.000134916584901,5.31430243247e-05
"1026504","Prevalence","Bristol, City of","Female","25 to 29","Uterine cancer","Rate",2017,8.61216189285,13.3095716098,5.24820713098
"1026505","Prevalence","Bristol, City of","Female","30 to 34","Uterine cancer","Number",2017,2.35807033959,3.67664254506,1.43509275633
"1026506","Prevalence","Bristol, City of","Female","30 to 34","Uterine cancer","Percent",2017,0.00011829907129,0.000183953091554,7.19237625085e-05
"1026507","Prevalence","Bristol, City of","Female","30 to 34","Uterine cancer","Rate",2017,11.7146007632,18.2651038187,7.12936268961
"1026508","Prevalence","Bristol, City of","Female","35 to 39","Uterine cancer","Number",2017,5.47590703639,8.65772628411,3.21518353283
"1026509","Prevalence","Bristol, City of","Female","35 to 39","Uterine cancer","Percent",2017,0.000308097599076,0.000485915362545,0.000181660365398
"1026510","Prevalence","Bristol, City of","Female","35 to 39","Uterine cancer","Rate",2017,30.5842311155,48.3554413631,17.9575576418
"1026511","Prevalence","Bristol, City of","Female","40 to 44","Uterine cancer","Number",2017,9.74483383818,15.2592456361,6.01089076666
"1026512","Prevalence","Bristol, City of","Female","40 to 44","Uterine cancer","Percent",2017,0.000686857863616,0.00107476403032,0.000424799982872
"1026513","Prevalence","Bristol, City of","Female","40 to 44","Uterine cancer","Rate",2017,68.2965901112,106.944301147,42.1272799219
"1026514","Prevalence","Bristol, City of","Female","45 to 49","Uterine cancer","Number",2017,21.6256856471,32.3332056738,13.3316214062
"1026515","Prevalence","Bristol, City of","Female","45 to 49","Uterine cancer","Percent",2017,0.00161350788651,0.00241155670427,0.000994738515103
"1026516","Prevalence","Bristol, City of","Female","45 to 49","Uterine cancer","Rate",2017,160.585256752,240.095792544,98.9962529453
"1026517","Prevalence","Bristol, City of","Female","50 to 54","Uterine cancer","Number",2017,48.1280433035,74.4915922138,29.9847949608
"1026518","Prevalence","Bristol, City of","Female","50 to 54","Uterine cancer","Percent",2017,0.00372428733206,0.00576171918094,0.00232304919889
"1026519","Prevalence","Bristol, City of","Female","50 to 54","Uterine cancer","Rate",2017,370.605771637,573.615965203,230.895280819
"1026520","Prevalence","Bristol, City of","Female","55 to 59","Uterine cancer","Number",2017,75.5919559876,114.425486339,47.3444161279
"1026521","Prevalence","Bristol, City of","Female","55 to 59","Uterine cancer","Percent",2017,0.0066328910693,0.0100579564141,0.00415489698402
"1026522","Prevalence","Bristol, City of","Female","55 to 59","Uterine cancer","Rate",2017,660.294375561,999.504564519,413.552623094
"1026523","Prevalence","Bristol, City of","Female","60 to 64","Uterine cancer","Number",2017,88.2999390061,129.226622768,57.6130172388
"1026524","Prevalence","Bristol, City of","Female","60 to 64","Uterine cancer","Percent",2017,0.00902337093215,0.0131997271032,0.00588439517839
"1026525","Prevalence","Bristol, City of","Female","60 to 64","Uterine cancer","Rate",2017,899.468622778,1316.36888673,586.875844458
"1026526","Prevalence","Bristol, City of","Female","65 to 69","Uterine cancer","Number",2017,90.9349589133,135.369383578,59.5344780625
"1026527","Prevalence","Bristol, City of","Female","65 to 69","Uterine cancer","Percent",2017,0.0103573015058,0.0154200000516,0.00678028883345
"1026528","Prevalence","Bristol, City of","Female","65 to 69","Uterine cancer","Rate",2017,1033.79022335,1538.94109544,676.815188663
"1026529","Prevalence","Bristol, City of","Female","70 to 74","Uterine cancer","Number",2017,75.5368195372,111.133587318,48.6293829288
"1026530","Prevalence","Bristol, City of","Female","70 to 74","Uterine cancer","Percent",2017,0.0101204081669,0.014891195064,0.00651731792806
"1026531","Prevalence","Bristol, City of","Female","70 to 74","Uterine cancer","Rate",2017,1010.99041509,1487.42020463,650.859280731
"1026532","Prevalence","Bristol, City of","Female","75 to 79","Uterine cancer","Number",2017,49.2277958606,72.0049103883,31.6831071256
"1026533","Prevalence","Bristol, City of","Female","75 to 79","Uterine cancer","Percent",2017,0.0085903746482,0.0125618591278,0.00552786525741
"1026534","Prevalence","Bristol, City of","Female","75 to 79","Uterine cancer","Rate",2017,858.550371207,1255.79139716,552.564723002
"1026535","Prevalence","Bristol, City of","Female","80 to 84","Uterine cancer","Number",2017,23.6500503351,34.2610347025,15.9317828138
"1026536","Prevalence","Bristol, City of","Female","80 to 84","Uterine cancer","Percent",2017,0.00514961324553,0.00746172195849,0.00346862134667
"1026537","Prevalence","Bristol, City of","Female","80 to 84","Uterine cancer","Rate",2017,514.82220271,745.805658033,346.808374828
"1026538","Prevalence","Bristol, City of","Female","85 to 89","Uterine cancer","Number",2017,18.0043847729,24.5922141519,12.1424209823
"1026539","Prevalence","Bristol, City of","Female","85 to 89","Uterine cancer","Percent",2017,0.00557234927906,0.00761120531386,0.0037582253174
"1026540","Prevalence","Bristol, City of","Female","85 to 89","Uterine cancer","Rate",2017,557.146604491,761.007320409,375.747836203
"1026541","Prevalence","Bristol, City of","Female","90 to 94","Uterine cancer","Number",2017,8.70014590964,12.4334863006,5.82972275655
"1026542","Prevalence","Bristol, City of","Female","90 to 94","Uterine cancer","Percent",2017,0.00489031076498,0.00698915260974,0.00327686744849
"1026543","Prevalence","Bristol, City of","Female","90 to 94","Uterine cancer","Rate",2017,488.983356437,698.81217242,327.653976175
"1026544","Prevalence","Bristol, City of","Female","95 plus","Uterine cancer","Number",2017,0.665469685013,0.969795037929,0.441420055648
"1026545","Prevalence","Bristol, City of","Female","95 plus","Uterine cancer","Percent",2017,0.0011169716552,0.0016277516337,0.000740902948187
"1026546","Prevalence","Bristol, City of","Female","95 plus","Uterine cancer","Rate",2017,111.690116326,162.767024612,74.0864061496
"1026547","Prevalence","Bristol, City of","Male","Under 5","Colon and rectum cancer","Number",2017,0,0,0
"1026548","Prevalence","Bristol, City of","Female","Under 5","Colon and rectum cancer","Number",2017,0,0,0
"1026549","Prevalence","Bristol, City of","Male","Under 5","Colon and rectum cancer","Percent",2017,0,0,0
"1026550","Prevalence","Bristol, City of","Female","Under 5","Colon and rectum cancer","Percent",2017,0,0,0
"1026551","Prevalence","Bristol, City of","Male","Under 5","Colon and rectum cancer","Rate",2017,0,0,0
"1026552","Prevalence","Bristol, City of","Female","Under 5","Colon and rectum cancer","Rate",2017,0,0,0
"1026553","Prevalence","Bristol, City of","Male","5 to 9","Colon and rectum cancer","Number",2017,0,0,0
"1026554","Prevalence","Bristol, City of","Female","5 to 9","Colon and rectum cancer","Number",2017,0,0,0
"1026555","Prevalence","Bristol, City of","Male","5 to 9","Colon and rectum cancer","Percent",2017,0,0,0
"1026556","Prevalence","Bristol, City of","Female","5 to 9","Colon and rectum cancer","Percent",2017,0,0,0
"1026557","Prevalence","Bristol, City of","Male","5 to 9","Colon and rectum cancer","Rate",2017,0,0,0
"1026558","Prevalence","Bristol, City of","Female","5 to 9","Colon and rectum cancer","Rate",2017,0,0,0
"1026559","Prevalence","Bristol, City of","Male","10 to 14","Colon and rectum cancer","Number",2017,0,0,0
"1026560","Prevalence","Bristol, City of","Female","10 to 14","Colon and rectum cancer","Number",2017,0,0,0
"1026561","Prevalence","Bristol, City of","Male","10 to 14","Colon and rectum cancer","Percent",2017,0,0,0
"1026562","Prevalence","Bristol, City of","Female","10 to 14","Colon and rectum cancer","Percent",2017,0,0,0
"1026563","Prevalence","Bristol, City of","Male","10 to 14","Colon and rectum cancer","Rate",2017,0,0,0
"1026564","Prevalence","Bristol, City of","Female","10 to 14","Colon and rectum cancer","Rate",2017,0,0,0
"1026565","Prevalence","Bristol, City of","Male","15 to 19","Colon and rectum cancer","Number",2017,0.139832170577,0.206048738608,0.0898966616172
"1026566","Prevalence","Bristol, City of","Female","15 to 19","Colon and rectum cancer","Number",2017,0.178088347161,0.271950274479,0.117023728797
"1026567","Prevalence","Bristol, City of","Male","15 to 19","Colon and rectum cancer","Percent",2017,1.24334348368e-05,1.84879764295e-05,8.00485477772e-06
"1026568","Prevalence","Bristol, City of","Female","15 to 19","Colon and rectum cancer","Percent",2017,1.43798824658e-05,2.18456750122e-05,9.4110123693e-06
"1026569","Prevalence","Bristol, City of","Male","15 to 19","Colon and rectum cancer","Rate",2017,1.12329522449,1.65522399556,0.722154925258
"1026570","Prevalence","Bristol, City of","Female","15 to 19","Colon and rectum cancer","Rate",2017,1.36801906542,2.08903707773,0.898939737789
"1026571","Prevalence","Bristol, City of","Male","20 to 24","Colon and rectum cancer","Number",2017,0.751265764008,1.10626435996,0.504070726384
"1026572","Prevalence","Bristol, City of","Female","20 to 24","Colon and rectum cancer","Number",2017,0.849796718556,1.36871910834,0.542514568889
"1026573","Prevalence","Bristol, City of","Male","20 to 24","Colon and rectum cancer","Percent",2017,4.48751638053e-05,6.62106933332e-05,2.99120182999e-05
"1026574","Prevalence","Bristol, City of","Female","20 to 24","Colon and rectum cancer","Percent",2017,4.74826199216e-05,7.66406187764e-05,3.03705134748e-05
"1026575","Prevalence","Bristol, City of","Male","20 to 24","Colon and rectum cancer","Rate",2017,4.17473435739,6.14743816787,2.80108781846
"1026576","Prevalence","Bristol, City of","Female","20 to 24","Colon and rectum cancer","Rate",2017,4.63317535631,7.46239130368,2.95784283009
"1026577","Prevalence","Bristol, City of","Male","25 to 29","Colon and rectum cancer","Number",2017,2.46674950994,3.33448445438,1.75657491125
"1026578","Prevalence","Bristol, City of","Female","25 to 29","Colon and rectum cancer","Number",2017,2.77782693733,3.82248554191,1.93488175785
"1026579","Prevalence","Bristol, City of","Male","25 to 29","Colon and rectum cancer","Percent",2017,0.000108555908149,0.000147765144929,7.74603242762e-05
"1026580","Prevalence","Bristol, City of","Female","25 to 29","Colon and rectum cancer","Percent",2017,0.000122905380806,0.000169901978468,8.52529766947e-05
"1026581","Prevalence","Bristol, City of","Male","25 to 29","Colon and rectum cancer","Rate",2017,10.3778992803,14.0285601273,7.39011295382
"1026582","Prevalence","Bristol, City of","Female","25 to 29","Colon and rectum cancer","Rate",2017,12.1277765903,16.6886748951,8.44754342776
"1026583","Prevalence","Bristol, City of","Male","30 to 34","Colon and rectum cancer","Number",2017,6.46871191542,9.17546417582,4.58892957765
"1026584","Prevalence","Bristol, City of","Female","30 to 34","Colon and rectum cancer","Number",2017,5.16570476241,7.22548009863,3.53329122134
"1026585","Prevalence","Bristol, City of","Male","30 to 34","Colon and rectum cancer","Percent",2017,0.000311251396654,0.000440767877256,0.000220345675951
"1026586","Prevalence","Bristol, City of","Female","30 to 34","Colon and rectum cancer","Percent",2017,0.000259154382246,0.000362369092222,0.0001771550875
"1026587","Prevalence","Bristol, City of","Male","30 to 34","Colon and rectum cancer","Rate",2017,30.0836341127,42.6717576372,21.3414479093
"1026588","Prevalence","Bristol, City of","Female","30 to 34","Colon and rectum cancer","Rate",2017,25.662580092,35.8952883028,17.5529522352
"1026589","Prevalence","Bristol, City of","Male","35 to 39","Colon and rectum cancer","Number",2017,10.2681180568,14.2252704971,6.99569649308
"1026590","Prevalence","Bristol, City of","Female","35 to 39","Colon and rectum cancer","Number",2017,9.65694736449,13.5545165797,6.65314047753
"1026591","Prevalence","Bristol, City of","Male","35 to 39","Colon and rectum cancer","Percent",2017,0.000527772055934,0.000729918654294,0.000360429772469
"1026592","Prevalence","Bristol, City of","Female","35 to 39","Colon and rectum cancer","Percent",2017,0.000543338498105,0.000762407707626,0.000373957048111
"1026593","Prevalence","Bristol, City of","Male","35 to 39","Colon and rectum cancer","Rate",2017,51.3388728478,71.1239731794,34.9773123715
"1026594","Prevalence","Bristol, City of","Female","35 to 39","Colon and rectum cancer","Rate",2017,53.9363265488,75.7051690211,37.1593572821
"1026595","Prevalence","Bristol, City of","Male","40 to 44","Colon and rectum cancer","Number",2017,20.0233561917,28.4972162741,14.0381549395
"1026596","Prevalence","Bristol, City of","Female","40 to 44","Colon and rectum cancer","Number",2017,13.9508947188,19.3720906051,9.6582998734
"1026597","Prevalence","Bristol, City of","Male","40 to 44","Colon and rectum cancer","Percent",2017,0.0012871798092,0.00181341001937,0.000897134940689
"1026598","Prevalence","Bristol, City of","Female","40 to 44","Colon and rectum cancer","Percent",2017,0.000983330340961,0.00136473205448,0.00068148911547
"1026599","Prevalence","Bristol, City of","Male","40 to 44","Colon and rectum cancer","Rate",2017,126.189609402,179.592899225,88.4701481406
"1026600","Prevalence","Bristol, City of","Female","40 to 44","Colon and rectum cancer","Rate",2017,97.7747341942,135.769142258,67.6901175103
"1026601","Prevalence","Bristol, City of","Male","45 to 49","Colon and rectum cancer","Number",2017,28.6700033976,39.3852548818,20.4072643204
"1026602","Prevalence","Bristol, City of","Female","45 to 49","Colon and rectum cancer","Number",2017,22.2447390868,31.2690197906,15.7899930803
"1026603","Prevalence","Bristol, City of","Male","45 to 49","Colon and rectum cancer","Percent",2017,0.00201397580705,0.00276841980976,0.00143218068811
"1026604","Prevalence","Bristol, City of","Female","45 to 49","Colon and rectum cancer","Percent",2017,0.00165969510085,0.00233174287693,0.00117977834951
"1026605","Prevalence","Bristol, City of","Male","45 to 49","Colon and rectum cancer","Rate",2017,197.793125464,271.717186504,140.788842475
"1026606","Prevalence","Bristol, City of","Female","45 to 49","Colon and rectum cancer","Rate",2017,165.182144785,232.193496818,117.251315602
"1026607","Prevalence","Bristol, City of","Male","50 to 54","Colon and rectum cancer","Number",2017,49.5114356562,67.2128924498,35.6953558904
"1026608","Prevalence","Bristol, City of","Female","50 to 54","Colon and rectum cancer","Number",2017,37.3995936211,51.4178501304,26.6322108402
"1026609","Prevalence","Bristol, City of","Male","50 to 54","Colon and rectum cancer","Percent",2017,0.00374381267223,0.0050726887803,0.00269634460323
"1026610","Prevalence","Bristol, City of","Female","50 to 54","Colon and rectum cancer","Percent",2017,0.00289410459876,0.00398542111795,0.00206262807536
"1026611","Prevalence","Bristol, City of","Male","50 to 54","Colon and rectum cancer","Rate",2017,369.927827569,502.185383217,266.700112486
"1026612","Prevalence","Bristol, City of","Female","50 to 54","Colon and rectum cancer","Rate",2017,287.992286856,395.93864025,205.079001168
"1026613","Prevalence","Bristol, City of","Male","55 to 59","Colon and rectum cancer","Number",2017,68.7917144829,92.6927453593,49.1079558241
